web-scraper-order,web-scraper-start-url,big_figure_link,big_figure_link-href,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700782654-2259","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk UK","https://www.actionfigure411.com/marvel/marvel-legends-thor-ragnarok-hulk-uk-baf-wave-2-price-guide.php","Star-Lord (UK)","https://www.actionfigure411.com/marvel/marvel-legends-hulk-uk-star-lord-uk-2016.php","Marvel Legends Star-Lord (UK) Hulk UK Build A Figure","Marvel Legends Star-Lord (UK) Hulk UK Build A Figure 
Marvel Legends Star-Lord UK Variant released as part of the Gladiator Hulk Build-A-Figure set. Includes Right Leg to complete Gladiator Hulk BAF.","/marvel/images/thumbs/star-lord-uk-2016.jpg","C$27.40","null","null"
"1700782656-2260","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk UK","https://www.actionfigure411.com/marvel/marvel-legends-thor-ragnarok-hulk-uk-baf-wave-2-price-guide.php","Rocket Racoon (UK)","https://www.actionfigure411.com/marvel/marvel-legends-hulk-uk-rocket-racoon-uk-2021.php","Marvel Legends Rocket Racoon (UK) Hulk UK Build A Figure","Marvel Legends Rocket Racoon (UK) Hulk UK Build A Figure 
Marvel Legends Rocket Racoon UK Variant released as part of the Gladiator Hulk Build-A-Figure set. Includes Torso to complete Gladiator Hulk BAF.","/marvel/images/thumbs/rocket-racoon-uk-2021.jpg","C$27.40","null","null"
"1700782658-2261","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk UK","https://www.actionfigure411.com/marvel/marvel-legends-thor-ragnarok-hulk-uk-baf-wave-2-price-guide.php","Loki (UK)","https://www.actionfigure411.com/marvel/marvel-legends-hulk-uk-loki-uk-2019.php","Marvel Legends Loki (UK) Hulk UK Build A Figure","Marvel Legends Loki (UK) Hulk UK Build A Figure 
Marvel Legends Loki UK Variant released as part of the Gladiator Hulk Build-A-Figure set. Includes Right Arm to complete Gladiator Hulk BAF.","/marvel/images/thumbs/loki-uk-2019.jpg","C$27.40","null","C$28.30"
"1700782661-2262","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk UK","https://www.actionfigure411.com/marvel/marvel-legends-thor-ragnarok-hulk-uk-baf-wave-2-price-guide.php","Hela (UK)","https://www.actionfigure411.com/marvel/marvel-legends-hulk-uk-hela-uk-2018.php","Marvel Legends Hela (UK) Hulk UK Build A Figure","Marvel Legends Hela (UK) Hulk UK Build A Figure 
Marvel Legends Hela UK Variant released as part of the Gladiator Hulk Build-A-Figure set. Includes Head to complete Gladiator Hulk BAF.","/marvel/images/thumbs/hela-uk-2018.jpg","C$27.40","null","null"
"1700782663-2263","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk UK","https://www.actionfigure411.com/marvel/marvel-legends-thor-ragnarok-hulk-uk-baf-wave-2-price-guide.php","Gladiator Hulk BAF (UK)","https://www.actionfigure411.com/marvel/marvel-legends-hulk-uk-gladiator-hulk-baf-uk-2023.php","Marvel Legends Gladiator Hulk BAF (UK) Hulk UK Build A Figure","Marvel Legends Gladiator Hulk BAF (UK) Hulk UK Build A Figure 
Marvel Legends Gladiator Hulk BAF, UK variant.","/marvel/images/thumbs/gladiator-hulk-baf-uk-2023.jpg","Marvel","null","null"
"1700782665-2264","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk UK","https://www.actionfigure411.com/marvel/marvel-legends-thor-ragnarok-hulk-uk-baf-wave-2-price-guide.php","Gamora (UK)","https://www.actionfigure411.com/marvel/marvel-legends-hulk-uk-gamora-uk-2020.php","Marvel Legends Gamora (UK) Hulk UK Build A Figure","Marvel Legends Gamora (UK) Hulk UK Build A Figure 
Marvel Legends Gamora UK Variant released as part of the Gladiator Hulk Build-A-Figure set. Includes Left Arm to complete Gladiator Hulk BAF.","/marvel/images/thumbs/gamora-uk-2020.jpg","C$27.39","null","null"
"1700782667-2265","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk UK","https://www.actionfigure411.com/marvel/marvel-legends-thor-ragnarok-hulk-uk-baf-wave-2-price-guide.php","Drax (UK)","https://www.actionfigure411.com/marvel/marvel-legends-hulk-uk-drax-uk-2022.php","Marvel Legends Drax (UK) Hulk UK Build A Figure","Marvel Legends Drax (UK) Hulk UK Build A Figure 
Marvel Legends Drax UK Variant released as part of the Gladiator Hulk Build-A-Figure set. Includes Left Leg to complete Gladiator Hulk BAF.","/marvel/images/thumbs/drax-uk-2022.jpg","C$27.40","null","null"
"1700782672-2266","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-hulk-baf-wave-2-price-guide.php","War Machine","https://www.actionfigure411.com/marvel/marvel-legends-hulk-war-machine-1258.php","Marvel Legends War Machine Hulk Build A Figure","Marvel Legends War Machine Hulk Build A Figure 
When the fate of humankind is at stake, there is no mission too great for U.S. military officer James ""rhodey"" Rhodes, a.k.a. War Machine. Does not include a BAF piece. Includes Torso to complete Hulk/Banner Build a Figure.","/marvel/images/thumbs/war-machine-1258.jpg","C$27.40","C$44.53","C$38.14"
"1700782674-2267","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-hulk-baf-wave-2-price-guide.php","Union Jack","https://www.actionfigure411.com/marvel/marvel-legends-hulk-union-jack-1262.php","Marvel Legends Union Jack Hulk Build A Figure","Marvel Legends Union Jack Hulk Build A Figure 
Union Jack is a British operative, spy, and master of hand-to-hand combat embroiled in the world of European politics. Includes Right Arm to complete Hulk/Banner Build a Figure.","/marvel/images/thumbs/union-jack-1262.jpg","C$27.40","C$27.40","C$19.86"
"1700782676-2268","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-hulk-baf-wave-2-price-guide.php","Shuri","https://www.actionfigure411.com/marvel/marvel-legends-hulk-shuri-1259.php","Marvel Legends Shuri Hulk Build A Figure","Marvel Legends Shuri Hulk Build A Figure 
The mastermind behind some of Wakanda's most advanced technologies, Shuri designs and distributes Vibranium-powered gear to Wakanda's greatest warriors and allies. Includes Left Leg to complete Hulk/Banner Build a Figure.","/marvel/images/thumbs/shuri-1259.jpg","C$27.40","C$12.98","C$12.09"
"1700782678-2269","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Hulk","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-hulk-baf-wave-2-price-guide.php","Rock Python","https://www.actionfigure411.com/marvel/marvel-legends-hulk-rock-python-1263.php","Marvel Legends Rock Python Hulk Build A Figure","Marvel Legends Rock Python Hulk Build A Figure 
A mercenary working out of Africa, m'gula adopts the name Rock Python and joins the Slithering villain enterprise known as serpent society. Includes Left Arm to complete Hulk/Banner Build a Figure.","/marvel/images/thumbs/rock-python-1263.jpg","C$27.40","C$19.05","C$19.08"
