web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700780259-1345","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Villain Set (Boba Fett)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/villain-set-boba-fett-1897.php","Star Wars The Vintage Collection Villain Set (Boba Fett)","Star Wars The Vintage Collection Villain Set (Boba Fett) 
This band of evil enforcers tries to crush the rebellion against the Galactic Empire. Includes Tusken Raider, Snaggletooth and Boba Fett.","/star-wars/images/thumbs/villain-set-boba-fett-1897.jpg","4","C$92.27","C$81.88"
"1700780262-1346","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Hoth Rebels Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/hoth-rebels-set-1894.php","Star Wars The Vintage Collection Hoth Rebels Set","Star Wars The Vintage Collection Hoth Rebels Set 
These rebels defend the secret Hoth rebel base against insurmountable odds. Includes FX07, Han Solo and Hoth Rebel Trooper.","/star-wars/images/thumbs/hoth-rebels-set-1894.jpg","C$27.40","null","C$102.80"
"1700780264-1347","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Ewok Scouts","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/ewok-scouts-1881.php","Star Wars The Vintage Collection Ewok Scouts","Star Wars The Vintage Collection Ewok Scouts 
These two Ewoks take over an AT-ST walker during the battle of Endor, helping the Rebels in their fight to seize an Imperial Bunker. With their new friend Chewbacca, the Ewoks hijack the Imperial walker and toss one of the troopers of out of the AT-ST while knocking the other trooper unconscious.","/star-wars/images/thumbs/ewok-scouts-1881.jpg","C$20.55","null","C$92.50"
"1700780266-1348","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Endor AT-ST Crew","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/endor-at-st-crew-1879.php","Star Wars The Vintage Collection Endor AT-ST Crew","Star Wars The Vintage Collection Endor AT-ST Crew 
These two Imperial troopers find themselves in trouble when they encounter a couple of Ewoks and one giant Wookiee. The unlucky driver is knocked unconscious by Widdle Warrick, Wunka and Chewbacca. The gunner fares no better: he is unceremoniously tossed out of the vehicle by the trio.","/star-wars/images/thumbs/endor-at-st-crew-1879.jpg","5","C$74.36","C$61.68"
"1700780268-1349","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Droid Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/droid-set-1885.php","Star Wars The Vintage Collection Droid Set","Star Wars The Vintage Collection Droid Set 
Relive some of the coolest sequences from the original Star Wars movie with this awesome Droid Set! These three, together with R2-D2, were captured and transported by the Jawas in the sandcrawler across the Tatooine Desert. R5-D4 was originally purchased by Luke. The power droid was first seen in the sandcrawler dungeon together with the gleaming silver Death Star Droid.","/star-wars/images/thumbs/droid-set-1885.jpg","C$34.25","null","C$41.08"
"1700780271-1350","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Carbonite Chamber Collector's Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/carbonite-chamber-collectors-pack-1900.php","Star Wars The Vintage Collection Carbonite Chamber Collector's Pack","Star Wars The Vintage Collection Carbonite Chamber Collector's Pack 
Includes Jar Jar Binks, Clone Trooper Lieutenant, Shock Trooper, Sandtrooper, Princess Leia, Darth Vader and a new figure, Jar Jar Vinks in Carbonite.","/star-wars/images/thumbs/carbonite-chamber-collectors-pack-1900.jpg","C$109.63","null","C$907.32"
"1700780273-1351","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Villain Set (Darth Vader)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/villain-set-darth-vader-1896.php","Star Wars The Vintage Collection Villain Set (Darth Vader)","Star Wars The Vintage Collection Villain Set (Darth Vader) 
This band of evil forces tries to tries to crush the rebellion against the Galactic empire.","/star-wars/images/thumbs/villain-set-darth-vader-1896.jpg","4","C$68.52","C$67.01"
"1700780275-1352","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Revenge of the Jedi (Death Star II) Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/revenge-of-the-jedi-death-star-ii-set-1898.php","Star Wars The Vintage Collection Revenge of the Jedi (Death Star II) Set","Star Wars The Vintage Collection Revenge of the Jedi (Death Star II) Set 
SDCC 2011 exclusive includes 14 action figures: 
Darth Vader (VC08), Boba Fett (VC09), Admiral Ackbar (VC22), Luke Skywalker (Endor) (VC23), R2-D2 (VC25), Rebel Commando (VC26), Wicket (VC27). Stormtrooper (VC41). Han Solo (In Trench Coat) (VC62), B-wing Pilot (VC63), TIE Fighter Pilot (VC65), Princess Leia (Slave) (VC64), Salacious Crumb (VC66), Mouse Droid (VC67)","/star-wars/images/thumbs/revenge-of-the-jedi-death-star-ii-set-1898.jpg","C$178.16","null","C$2467.08"
"1700780277-1353","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rebel Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/rebel-set-1892.php","Star Wars The Vintage Collection Rebel Set","Star Wars The Vintage Collection Rebel Set 
This brave trio combines their skills in an attempt to save the Empire from Darth Vader's forces. Princess Leia is the strong-willed leader of the Rebellion forces. The Rebel Commander defends the Rebel base against the Empire on the ice world of Hoth. Medical droid 2-1B sees to Luke Skywalker's recovery in the Rebel's secret base.","/star-wars/images/thumbs/rebel-set-1892.jpg","C$27.40","null","null"
"1700780279-1354","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/imperial-set-1888.php","Star Wars The Vintage Collection Imperial Set","Star Wars The Vintage Collection Imperial Set 
The fearsome group's goal is to seek and drestroy all Rebel forces in the galaxy. Includes Imperial Commander, Dengar and AT-AT Driver","/star-wars/images/thumbs/imperial-set-1888.jpg","C$27.40","C$157.62","C$171.33"
"1700780282-1355","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Forces","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/imperial-forces-1887.php","Star Wars The Vintage Collection Imperial Forces","Star Wars The Vintage Collection Imperial Forces 
These two bounty hunters and a snowtrooper present ominous threats against the Rebel Alliance! Includes Bossk, IG88, Snowtrooper and exclusive to Target in 2011","/star-wars/images/thumbs/imperial-forces-1887.jpg","C$27.40","null","C$150.18"
"1700780284-1356","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Hero Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/hero-set-1886.php","Star Wars The Vintage Collection Hero Set","Star Wars The Vintage Collection Hero Set 
This trio of Freedom Fighters challenges the tyranny and oppression of the sinister Galactic Empire. Luke Skywalker X-wing Pilo is battle ready in orange flight suit and laser pistol. Han Solo(, the macho captain of the Millennium Falcon ship, carries a special laser pistol. Ben (Obi-Wan) Kenobi, the last of the Jedi Knights, has a removable cape and a lightsaber.","/star-wars/images/thumbs/hero-set-1886.jpg","C$27.40","null","C$82.22"
"1700780286-1357","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Android Set","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/android-set-1890.php","Star Wars The Vintage Collection Android Set","Star Wars The Vintage Collection Android Set 
This team of comrades battles side by side with the Rebel forces in their struggle against the Galactic Empire. R2-D2 carries Princess Leia's plea for help to Ben Kenobi. C-3PO, R2-D2's sidekick, is a human-robot relations specialist. Chewbacca, the hundred-year-old giant Wookiee, copilots the Millennium Falcon starship.","/star-wars/images/thumbs/android-set-1890.jpg","3","C$119.93","C$123.34"
"1700780288-1358","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bounty Hunters (4-LOM & Zuckuss)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/bounty-hunters-4-lom-zuckuss-1899.php","Star Wars The Vintage Collection Bounty Hunters (4-LOM & Zuckuss)","Star Wars The Vintage Collection Bounty Hunters (4-LOM & Zuckuss) 
Includes 4-LOM (VCP01) and Zuckuss (VCP02)","/star-wars/images/thumbs/bounty-hunters-4-lom-zuckuss-1899.jpg","C$20.55","C$226.11","C$178.18"
"1700780290-1359","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bespin Alliance","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/bespin-alliance-1895.php","Star Wars The Vintage Collection Bespin Alliance","Star Wars The Vintage Collection Bespin Alliance 
Includes Bespin Wing Guard, Lando Calrissian and Luke Skywalker.","/star-wars/images/thumbs/bespin-alliance-1895.jpg","C$27.40","null","null"
"1700780293-1360","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Empire Strikes Back 9 Pack","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-sets/empire-strikes-back-9-pack-1889.php","Star Wars The Vintage Collection Empire Strikes Back 9 Pack","Star Wars The Vintage Collection Empire Strikes Back 9 Pack 
This special pack includes 3 sets of 3-packs: Hoth Rebels, Bespin Alliances, Imperial Set. Target DPCI: 087-06-1620","/star-wars/images/thumbs/empire-strikes-back-9-pack-1889.jpg","C$68.52","null","null"
"1700780295-1361","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","The Ghost","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-vehicles/the-ghost-6959.php","Star Wars The Vintage Collection The Ghost","Star Wars The Vintage Collection The Ghost 
The Ghost measures over 28 inches by 34 inches and sits at over 13 inches tall, with the capacity for at least 15 figures.



Includes Exclusive Carded Figure: The Pilot, General Hera Syndulla.



Tiers unlock Ezra Bridger, Kanan Jarrus and Zeb Orrelios action figures.



The ship’s shuttle that acts as fully-armed starfighter, the Phantom II became the replacement short-range shuttle craft for the Ghost (after the original Phantom was destroyed on Yarma) – and includes forward laser canons.","/star-wars/images/thumbs/the-ghost-6959.jpg","16","C$1094.42","C$1025.55"
"1700780297-1362","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Speeder Bike, Scout Trooper & Grogu","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-vehicles/speeder-bike-scout-trooper-grogu-6442.php","Star Wars The Vintage Collection Speeder Bike, Scout Trooper & Grogu","Star Wars The Vintage Collection Speeder Bike, Scout Trooper & Grogu 
Scout troopers used speeder bikes for a range of missions -- including, in this case, capturing the mysterious child known as Grogu on behalf of Imperial interests.



Includes 2 accessories, including a blaster accessory and Grogu burrowed in a knapsack. VC 289 carded figure included.","/star-wars/images/thumbs/speeder-bike-scout-trooper-grogu-6442.jpg","58","C$41.42","C$37.76"
"1700780299-1363","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Speeder Bike & Scout Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-vehicles/speeder-bike-scout-trooper-5497.php","Star Wars The Vintage Collection Speeder Bike & Scout Trooper","Star Wars The Vintage Collection Speeder Bike & Scout Trooper 
Speeder bikes are common throughout the galaxy, with manufacturers turning out both civilian and military models. Scout troopers were lightly armored compared with other Stormtroopers, which allowed them to move more quickly and easily in a range of environments.



Includes: 2 speed flaps, blaster and VC 279 Scout Trooper Action Figure.","/star-wars/images/thumbs/speeder-bike-scout-trooper-5497.jpg","59","C$47.31","C$40.54"
"1700780301-1364","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","N-1 Starfighter","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-vehicles/n-1-starfighter-6379.php","Star Wars The Vintage Collection N-1 Starfighter","Star Wars The Vintage Collection N-1 Starfighter 
This Republic-era handcrafted Naboo N-1 starfighter has been extensively modified to be a truly one-of-a-kind vehicle for the Mandalorian and his foundling Grogu.



Includes: flying stand, a hover stand, and 5 accessories. The Mandalorian (N-1 Starfighter) VC292 action figure is included as well.","/star-wars/images/thumbs/n-1-starfighter-6379.jpg","55","C$155.54","C$154.97"
"1700780304-1365","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett’s Starship","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-vehicles/boba-fetts-starship-4596.php","Star Wars The Vintage Collection Boba Fett’s Starship","Star Wars The Vintage Collection Boba Fett’s Starship 
A powerful pursuit craft made famous by Jango Fett in the days of the Republic, this ship was inherited by Boba Fett for his career as a bounty hunter. With realistic detail including an opening cockpit, functioning landing gear, separating wings, and a ladder accessory, the Boba Fett’s Starship toy can be displayed in action figure and vehicle collections. Vehicle includes stand, 2 bombs, and a 3 3/4-inch Boba Fett action figure. When mounted on the display stand, this Firespray-class vehicle stands about 21-inches high","/star-wars/images/thumbs/boba-fetts-starship-4596.jpg","24","C$201.12","C$175.85"
