web-scraper-order,web-scraper-start-url,action_figure_link,action_figure_link-href,name,image-src,price,description
"1700691400-57","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Scout Trooper (Fallen Order)","https://www.actionfigure411.com/star-wars/6-black-series/gaming-greats/scout-trooper-fallen-order-1575.php","Star Wars 6"" Black Series Scout Trooper (Fallen Order)","/star-wars/images/thumbs/scout-trooper-fallen-order-1575.jpg","C$23.60","Star Wars 6"" Black Series Scout Trooper (Fallen Order) 
SCOUT TROOPER: Star Wars Jedi: Fallen Order features Scout Troopers, often tasked with reconnaissance or long-ranged engagements, but also capable fighters when a target gets near. Scout Troopers were lightly armored compared to other Stormtroopers, which allowed them to move more quickly and easily in a range of environments."
"1700691402-58","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Electrostaff Purge Trooper (Fallen Order)","https://www.actionfigure411.com/star-wars/6-black-series/gaming-greats/electrostaff-purge-trooper-fallen-order-1511.php","Star Wars 6"" Black Series Electrostaff Purge Trooper (Fallen Order)","/star-wars/images/thumbs/electrostaff-purge-trooper-fallen-order-1511.jpg","C$35.20","Star Wars 6"" Black Series Electrostaff Purge Trooper (Fallen Order) 
Purge Troopers are a specialized class of Imperial soldier trained and equipped to assist the Inquisitors in hunting down Jedi."
"1700691404-59","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Darth Nihilus (KOTR II)","https://www.actionfigure411.com/star-wars/6-black-series/gaming-greats/darth-nihilus-kotr-ii-1528.php","Star Wars 6"" Black Series Darth Nihilus (KOTR II)","/star-wars/images/thumbs/darth-nihilus-kotr-ii-1528.jpg","C$76.54","Star Wars 6"" Black Series Darth Nihilus (KOTR II) 
Darth Nihilus is a Sith Lord from Star Wars Knights of the Old Republic II, so lost to the dark side that he became an endlessly hungry void"
"1700691406-60","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Jedi Knight Revan (Galaxy Heroes)","https://www.actionfigure411.com/star-wars/6-black-series/gaming-greats/jedi-knight-revan-galaxy-heroes-1347.php","Star Wars 6"" Black Series Jedi Knight Revan (Galaxy Heroes)","/star-wars/images/thumbs/jedi-knight-revan-galaxy-heroes-1347.jpg","C$45.25","Star Wars 6"" Black Series Jedi Knight Revan (Galaxy Heroes) 
Redeemed Jedi Knight Revan wields a purple-bladed Lightsaber while cloaked in white Jedi robes. Gamestop exclusive."
"1700691408-61","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Heavy Battle Droid (Battlefront II)","https://www.actionfigure411.com/star-wars/6-black-series/gaming-greats/heavy-battle-droid-battlefront-ii-1348.php","Star Wars 6"" Black Series Heavy Battle Droid (Battlefront II)","/star-wars/images/thumbs/heavy-battle-droid-battlefront-ii-1348.jpg","C$38.25","Star Wars 6"" Black Series Heavy Battle Droid (Battlefront II) 
Modified B1 Battle Droids, Heavy Battle Droids are armed with heavy blaster rifles and shield emitters to deflect enemy fire. Gamestop exclusive."
"1700691411-62","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Dok-Ondar","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/dok-ondar-6649.php","Star Wars 6"" Black Series Dok-Ondar","/star-wars/images/thumbs/dok-ondar-6649.jpg","C$73.13","Star Wars 6"" Black Series Dok-Ondar 
Known as the gatekeeper of the black market, mysterious Ithorian Dok-Ondar is an infamous collector who buys, sells, and trades rare and valuable relics in his Den of Antiquities in Black Spire Outpost. He has amassed an impressive collection of unique artifacts that is unrivaled in the galaxy, and is sought after for his knowledge and connections."
"1700691413-63","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Galaxy Edge - Galactic Creatures","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/galaxy-edge-galactic-creatures-3541.php","Star Wars 6"" Black Series Galaxy Edge - Galactic Creatures","/star-wars/images/thumbs/galaxy-edge-galactic-creatures-3541.jpg","C$53.73","Star Wars 6"" Black Series Galaxy Edge - Galactic Creatures 
Fans and collectors can imagine scenes from the STAR WARS Galaxy with these premium STAR WARS: THE BLACK SERIES 6-INCH GALACTIC CREATURES TOY ACTION Figures inspired by the characters MYNOCK, PORGS, BOGLINGS, and KOWAKIAN MONKEY LIZARDS. STAR WARS fans can display these 6-inch scale fully articulated figures featuring poseable head, arms, and legs, as well as premium deco, in their action figure and vehicle collection. Includes 6 figures. This item is a Disney Parks exclusive."
"1700691415-64","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Galaxy Edge - First Order (General Hux)","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/galaxy-edge-first-order-general-hux-3542.php","Star Wars 6"" Black Series Galaxy Edge - First Order (General Hux)","/star-wars/images/thumbs/galaxy-edge-first-order-general-hux-3542.jpg","C$79.77","Star Wars 6"" Black Series Galaxy Edge - First Order (General Hux) 
Fans and collectors can imagine scenes from the STAR WARS Galaxy with these premium STAR WARS: THE BLACK SERIES 6-INCH THE FIRST ORDER TOY ACTION Figures including AT-AT DRIVER, R5 ASTROMECH DROID, MOUSE DROID, and GENERAL HUX. STAR WARS fans can display these 6-inch scale fully articulated figures featuring poseable head, arms, and legs, as well as premium deco, in their action figure and vehicle collection. Includes 4 figures and 2 accessories. This item is a Disney Parks exclusive."
"1700691417-65","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Galaxy Edge - Droid Depot (K-7R1,CB-23, Pit Droid, and Babu Frik)","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/galaxy-edge-droid-depot-k-7r1cb-23-pit-droid-and-babu-frik-3543.php","Star Wars 6"" Black Series Galaxy Edge - Droid Depot (K-7R1,CB-23, Pit Droid, and Babu Frik)","/star-wars/images/thumbs/galaxy-edge-droid-depot-k-7r1cb-23-pit-droid-and-babu-frik-3543.jpg","C$123.29","Star Wars 6"" Black Series Galaxy Edge - Droid Depot (K-7R1,CB-23, Pit Droid, and Babu Frik) 
Fans and collectors can imagine scenes from the STAR WARS Galaxy with these premium STAR WARS: THE BLACK SERIES 6-INCH DROID DEPOT TOY ACTION Figures including K-7R1, CB-23, PIT DROID, BABU FRIK, and BATTLE DROID. STAR WARS fans can display these 6-inch scale fully articulated figures featuring poseable head, arms, and legs, as well as premium deco, in their action figure and vehicle collection. Includes 5 figures and 1 accessory. This item is a Disney Parks exclusive."
"1700691419-66","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","R5-P8","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/r5-p8-1578.php","Star Wars 6"" Black Series R5-P8","/star-wars/images/thumbs/r5-p8-1578.jpg","C$29.11","Star Wars 6"" Black Series R5-P8 
R5-P8 is Hondo Ohnaka's most capable astromech and serves as an automated repair mechanic on Hondo's many starships. Target exlusive (DPCI): 087-16-9446"
"1700691422-67","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Mountain Trooper","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/mountain-trooper-1729.php","Star Wars 6"" Black Series Mountain Trooper","/star-wars/images/thumbs/mountain-trooper-1729.jpg","C$31.37","Star Wars 6"" Black Series Mountain Trooper 
MOUNTAIN TROOPER: Like all First Order Stormtroopers, specialized units of Batuu Mountain Troopers are trained from birth, growing up with unit designations instead of names and fed a steady diet of First Order propaganda to ensure absolute loyalty. Exclusive to Target DPCI: 087-16-5390"
"1700691426-68","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","DJ R-3X","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/dj-r-3x-1524.php","Star Wars 6"" Black Series DJ R-3X","/star-wars/images/thumbs/dj-r-3x-1524.jpg","C$41.51","Star Wars 6"" Black Series DJ R-3X 
In the heart of the infamous Black Spire Outpost on Batuu, Rex is a droid reprogrammed to be a DJ in Oga’s Cantina, playing the latest hits from around the galaxy."
"1700691429-69","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Commander Pyre","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/commander-pyre-1577.php","Star Wars 6"" Black Series Commander Pyre","/star-wars/images/thumbs/commander-pyre-1577.jpg","C$25.61","Star Wars 6"" Black Series Commander Pyre 
A fearsome First Order Stormtrooper officer, Commander Pyre stands out from the legions of identically equipped soldiers with his black-and-gold armor. Target exlusive (DPCI): 087-16-2229"
"1700691431-70","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Captain Cardinal","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/captain-cardinal-1525.php","Star Wars 6"" Black Series Captain Cardinal","/star-wars/images/thumbs/captain-cardinal-1525.jpg","C$30.80","Star Wars 6"" Black Series Captain Cardinal 
Captain Cardinal served as Armitage Hux’s personal guard, as he was among the orphans that Brendol Hux took in in order to create the First Order."
"1700691433-71","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Galaxy Edge - Droid Depot","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/galaxy-edge-droid-depot-1276.php","Star Wars 6"" Black Series Galaxy Edge - Droid Depot","/star-wars/images/thumbs/galaxy-edge-droid-depot-1276.jpg","null","Star Wars 6"" Black Series Galaxy Edge - Droid Depot 
Galaxy's Edge Droid Depot exclusive only available at Disney World. 4-Pack includes figures of BB-8, R2-D2, C-3PO and DJ R2X"
"1700691435-72","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Galaxy Edge - Smugglers Run","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/galaxy-edge-smugglers-run-1275.php","Star Wars 6"" Black Series Galaxy Edge - Smugglers Run","/star-wars/images/thumbs/galaxy-edge-smugglers-run-1275.jpg","C$44.75","Star Wars 6"" Black Series Galaxy Edge - Smugglers Run 
Galaxy's Edge Smuggler's Run exclusive only available at Disney World. 3-Pack includes figures of Hondo Ohnaka, Porgs, Rey (Batuu), Chewbacca. Scavengers, smugglers, and rebels meet at Batuu, a remote outpost on the galaxy's edge. In a time where conflict spans the galaxy and allegiances are challenged, the lines between hero and villain become blurred. Everyone must find a way to survive, even if the means of survival require breaking some rules along the way"
"1700691437-73","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Galaxy Edge - First Order (Kylo Ren)","https://www.actionfigure411.com/star-wars/6-black-series/galaxys-edge/galaxy-edge-first-order-kylo-ren-1274.php","Star Wars 6"" Black Series Galaxy Edge - First Order (Kylo Ren)","/star-wars/images/thumbs/galaxy-edge-first-order-kylo-ren-1274.jpg","C$97.63","Star Wars 6"" Black Series Galaxy Edge - First Order (Kylo Ren) 
6-INCH SCALE KYLO REN, MOUNTAIN TROOPER, COMMANDER PYRE, MSE DROID FIGURES Secretly built up with armies of Stormtroopers and fleets of droids after the fall of the Galactic Empire, the First Order is a political and military group to be feared. Imagine Kylo Ren plotting his vengeance, Mountain Troopers patrolling rocky peaks, Commander Pyre arriving at the Colossus fueling station, and MSE (mouse) droids performing simple repairs on starships with these 6-inch scale Kylo Ren, Mountain Trooper, Commander Pyre, and MSE Droid figures, inspired by Star Wars entertainment. Commander Pyre and Mountain Trooper figures are Star Wars: Galaxy's Edge exclusive figures."
"1700691439-74","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Stormtrooper (Carbonized)","https://www.actionfigure411.com/star-wars/6-black-series/carbonized/stormtrooper-carbonized-1413.php","Star Wars 6"" Black Series Stormtrooper (Carbonized)","/star-wars/images/thumbs/stormtrooper-carbonized-1413.jpg","C$28.65","Star Wars 6"" Black Series Stormtrooper (Carbonized) 
Stormtroopers are elite shock troopers fanatically loyal to the Empire and impossible to sway from the Imperial cause. The Star Wars The Black Series Carbonized Collection is treated with a sleek metallic finish for a premium figure that really stands out in any Star Wars fan’s collection"
"1700691442-75","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Darth Vader (Carbonized)","https://www.actionfigure411.com/star-wars/6-black-series/carbonized/darth-vader-carbonized-1435.php","Star Wars 6"" Black Series Darth Vader (Carbonized)","/star-wars/images/thumbs/darth-vader-carbonized-1435.jpg","C$31.23","Star Wars 6"" Black Series Darth Vader (Carbonized) 
Once a heroic Jedi Knight, Darth Vader was seduced by the dark side of the Force, became a Sith Lord, and led the Empire’s eradication of the Jedi Order"
